submission_date,state,tot_cases,new_case,tot_death,new_death
11/16/2020,CO,175866,4127,2578,32
11/17/2020,CO,180585,4719,2608,30
11/18/2020,CO,185859,5274,2651,43
11/19/2020,CO,192275,6416,2730,79
11/20/2020,CO,198535,6260,2745,15
11/21/2020,CO,204789,6254,2787,42
11/22/2020,CO,209190,4401,2806,19
11/23/2020,CO,213679,4489,2810,4
11/24/2020,CO,217699,4020,2860,50
11/25/2020,CO,221817,4118,2906,46
11/26/2020,CO,228190,6373,2957,51
11/27/2020,CO,232815,4625,2977,20
11/28/2020,CO,237737,4922,2983,6
11/29/2020,CO,241847,4110,3003,20
11/30/2020,CO,246454,4607,3037,34
12/1/2020,CO,251536,5082,3109,72
12/2/2020,CO,255872,4336,3193,84
12/3/2020,CO,262304,6432,3320,127
12/4/2020,CO,268225,5921,3338,18
12/5/2020,CO,273037,4812,3357,19
12/6/2020,CO,276728,3691,3356,-1
12/7/2020,CO,281014,4286,3358,2
12/8/2020,CO,285095,4081,3372,14
12/9/2020,CO,288831,3736,3639,267
12/10/2020,CO,293638,4807,3759,120
12/11/2020,CO,297824,4186,3846,87
12/12/2020,CO,301855,4031,3871,25
12/13/2020,CO,304630,2775,3958,87
12/14/2020,CO,307633,3003,3969,11
12/15/2020,CO,309651,2018,4085,116
12/16/2020,CO,312625,2974,4156,71
12/17/2020,CO,316250,3625,4226,70
12/18/2020,CO,319532,3282,4259,33
12/19/2020,CO,321897,2365,4339,80
12/20/2020,CO,324174,2277,4368,29
12/21/2020,CO,326200,2026,4378,10
12/22/2020,CO,328360,2160,4369,-9
12/23/2020,CO,330943,2583,4462,93
12/24/2020,CO,333502,2559,4550,88
12/25/2020,CO,336289,2787,4586,36
12/26/2020,CO,337585,1296,4592,6
12/27/2020,CO,339015,1430,4610,18
12/28/2020,CO,340781,1766,4631,21
12/29/2020,CO,342237,1456,4687,56
12/30/2020,CO,344340,2103,4750,63
12/31/2020,CO,347198,2858,4814,64
1/1/2021,CO,350025,2827,4873,59
1/2/2021,CO,351929,1904,4912,39
1/3/2021,CO,353846,1917,4934,22
1/4/2021,CO,355913,2067,4944,10
1/5/2021,CO,357582,1669,4991,47
1/6/2021,CO,359792,2210,4991,0
1/7/2021,CO,363255,3463,5102,111
1/8/2021,CO,366461,3206,5138,36
1/9/2021,CO,369411,2950,5190,52
1/10/2021,CO,371617,2206,5208,18
1/11/2021,CO,373285,1668,5213,5
1/12/2021,CO,374911,1626,5242,29
1/13/2021,CO,377340,2429,5285,43
1/14/2021,CO,379713,2373,5316,31
1/15/2021,CO,381850,2137,5343,27
1/16/2021,CO,383946,2096,5363,20
1/17/2021,CO,385511,1565,5379,16
1/18/2021,CO,386477,966,5386,7
1/19/2021,CO,388164,1687,5388,2
1/20/2021,CO,389613,1449,5422,34
1/21/2021,CO,391677,2064,5440,18
1/22/2021,CO,393498,1821,5462,22
1/23/2021,CO,395431,1933,5482,20
1/24/2021,CO,396801,1370,5505,23
1/25/2021,CO,398027,1226,5512,7
1/26/2021,CO,399028,1001,5517,5
1/27/2021,CO,400522,1494,5552,35
1/28/2021,CO,402096,1574,5569,17
1/29/2021,CO,403759,1663,5594,25
1/30/2021,CO,405305,1546,5594,0
1/31/2021,CO,406507,1202,5594,0
2/1/2021,CO,407416,909,5641,47
2/2/2021,CO,408349,933,5650,9
2/3/2021,CO,409777,1428,5664,14
2/4/2021,CO,411346,1569,5677,13
2/5/2021,CO,413259,1913,5704,27
2/6/2021,CO,414621,1362,5721,17
2/7/2021,CO,415720,1099,5731,10
2/8/2021,CO,416561,841,5733,2
2/9/2021,CO,417392,831,5746,13
2/10/2021,CO,418588,1196,5770,24
2/11/2021,CO,420119,1531,5781,11
2/12/2021,CO,421544,1425,5790,9
2/13/2021,CO,422692,1148,5814,24
2/14/2021,CO,423532,840,5824,10
2/15/2021,CO,424163,631,5826,2
2/16/2021,CO,424782,619,5828,2
2/17/2021,CO,425892,1110,5838,10
2/18/2021,CO,427148,1256,5864,26
2/19/2021,CO,428399,1251,5878,14
2/20/2021,CO,429474,1075,5887,9
2/21/2021,CO,430387,913,5892,5
2/22/2021,CO,431090,703,5893,1
2/23/2021,CO,432137,1047,5907,14
2/24/2021,CO,433449,1312,5917,10
2/25/2021,CO,434785,1336,5925,8
2/26/2021,CO,436102,1317,5940,15
2/27/2021,CO,437190,1088,5945,5
2/28/2021,CO,438068,878,5951,6
3/1/2021,CO,438745,677,5952,1
3/2/2021,CO,439596,851,5959,7
3/3/2021,CO,440765,1169,5970,11
3/4/2021,CO,442053,1288,5974,4
3/5/2021,CO,443245,1192,5986,12
3/6/2021,CO,444242,997,5986,0
3/7/2021,CO,445126,884,5989,3
3/8/2021,CO,445767,641,5990,1
3/9/2021,CO,446574,807,5997,7
3/10/2021,CO,447601,1027,6003,6
3/11/2021,CO,448837,1236,6021,18
3/12/2021,CO,450087,1250,6024,3
3/13/2021,CO,451335,1248,6036,12
3/14/2021,CO,452434,1099,6038,2
3/15/2021,CO,452758,324,6040,2
3/16/2021,CO,453065,307,6048,8
3/17/2021,CO,453861,796,6049,1
3/18/2021,CO,455214,1353,6060,11
3/19/2021,CO,456945,1731,6065,5
3/20/2021,CO,458229,1284,6068,3
3/21/2021,CO,459119,890,6073,5
3/22/2021,CO,459373,254,6070,-3
3/23/2021,CO,460657,1284,6074,4
3/24/2021,CO,461833,1176,6077,3
3/25/2021,CO,463111,1278,6082,5
3/26/2021,CO,464470,1359,6086,4
3/27/2021,CO,465741,1271,6089,3
3/28/2021,CO,466806,1065,6092,3
3/29/2021,CO,467641,835,6092,0
3/30/2021,CO,468786,1145,6099,7
3/31/2021,CO,470153,1367,6107,8
4/1/2021,CO,471818,1665,6117,10
4/2/2021,CO,473496,1678,6118,1
4/3/2021,CO,475026,1530,6124,6
4/4/2021,CO,476469,1443,6126,2
4/5/2021,CO,477438,969,6126,0
4/6/2021,CO,478426,988,6132,6
4/7/2021,CO,480410,1984,6139,7
4/8/2021,CO,482253,1843,6143,4
4/9/2021,CO,484139,1886,6150,7
4/10/2021,CO,485800,1661,6155,5
4/11/2021,CO,487166,1366,6157,2
4/12/2021,CO,488140,974,6157,0
4/13/2021,CO,489811,1671,6168,11
4/14/2021,CO,491630,1819,6172,4
4/15/2021,CO,493271,1641,6177,5
4/16/2021,CO,495317,2046,6186,9
4/17/2021,CO,496871,1554,6188,2
4/18/2021,CO,498293,1422,6199,11
4/19/2021,CO,499203,910,6201,2
4/20/2021,CO,500917,1714,6211,10
4/21/2021,CO,502604,1687,6215,4
4/22/2021,CO,504984,2380,6225,10
4/23/2021,CO,506884,1900,6231,6
4/24/2021,CO,508745,1861,6249,18
4/25/2021,CO,510459,1714,6251,2
4/26/2021,CO,511455,996,6255,4
4/27/2021,CO,512940,1485,6264,9
4/28/2021,CO,514762,1822,6272,8
4/29/2021,CO,516867,2105,6284,12
4/30/2021,CO,518686,1819,6295,11
5/1/2021,CO,520581,1895,6302,7
5/2/2021,CO,521743,1162,6304,2
5/3/2021,CO,522693,950,6306,2
5/4/2021,CO,524114,1421,6321,15
5/5/2021,CO,525623,1509,6337,16
5/6/2021,CO,527035,1412,6345,8
5/7/2021,CO,528414,1379,6352,7
5/8/2021,CO,529825,1411,6355,3
5/9/2021,CO,530915,1090,6357,2
5/10/2021,CO,531767,852,6357,0
5/11/2021,CO,532662,895,6371,14
5/12/2021,CO,533904,1242,6402,31
5/13/2021,CO,535891,1987,6423,21
5/14/2021,CO,537061,1170,6432,9
5/15/2021,CO,537988,927,6442,10
5/16/2021,CO,538588,600,6450,8
5/17/2021,CO,539371,783,6450,0
5/18/2021,CO,539996,625,6456,6
5/19/2021,CO,541035,1039,6472,16
5/20/2021,CO,541883,848,6478,6
5/21/2021,CO,542627,744,6497,19
5/22/2021,CO,543426,799,6503,6
5/23/2021,CO,543995,569,6505,2
5/24/2021,CO,544382,387,6509,4
5/25/2021,CO,545741,1359,6520,11
5/26/2021,CO,546457,716,6531,11
5/27/2021,CO,547212,755,6545,14
5/28/2021,CO,547899,687,6552,7
5/29/2021,CO,548457,558,6576,24
5/30/2021,CO,548917,460,6580,4
5/31/2021,CO,549191,274,6580,0
6/1/2021,CO,549489,298,6579,-1
6/2/2021,CO,549860,371,6590,11
6/3/2021,CO,550531,671,6603,13
6/4/2021,CO,551145,614,6611,8
6/5/2021,CO,551707,562,6613,2
6/6/2021,CO,552060,353,6613,0
6/7/2021,CO,552317,257,6625,12
6/8/2021,CO,552762,445,6639,14
6/9/2021,CO,553197,435,6651,12
6/10/2021,CO,553669,472,6666,15
6/11/2021,CO,554068,399,6677,11
6/12/2021,CO,554543,475,6688,11
6/13/2021,CO,554922,379,6689,1
6/14/2021,CO,555111,189,6690,1
6/15/2021,CO,555422,311,6700,10
6/16/2021,CO,555777,355,6709,9
6/17/2021,CO,556132,355,6713,4
6/18/2021,CO,556479,347,6719,6
6/19/2021,CO,556800,321,6725,6
6/20/2021,CO,557051,251,6731,6
6/21/2021,CO,557257,206,6736,5
6/22/2021,CO,557545,288,6740,4
6/23/2021,CO,557905,360,6754,14
6/24/2021,CO,558397,492,6765,11
6/25/2021,CO,558760,363,6766,1
6/26/2021,CO,559144,384,6770,4
6/27/2021,CO,559379,235,6777,7
6/28/2021,CO,559596,217,6776,-1
6/29/2021,CO,559905,309,6788,12
6/30/2021,CO,560324,419,6794,6
7/1/2021,CO,560823,499,6798,4
7/2/2021,CO,561290,467,6802,4
7/3/2021,CO,561687,397,6814,12
7/4/2021,CO,561988,301,6817,3
7/5/2021,CO,562174,186,6817,0
7/6/2021,CO,562398,224,6817,0
7/7/2021,CO,562759,361,6824,7
7/8/2021,CO,563217,458,6827,3
7/9/2021,CO,563677,460,6837,10
7/10/2021,CO,564151,474,6844,7
7/11/2021,CO,564522,371,6853,9
7/12/2021,CO,564784,262,6853,0
7/13/2021,CO,565296,512,6861,8
7/14/2021,CO,565797,501,6869,8
7/15/2021,CO,566265,468,6872,3
7/16/2021,CO,566817,552,6876,4
7/17/2021,CO,567372,555,6878,2
7/18/2021,CO,567785,413,6880,2
7/19/2021,CO,568216,431,6886,6
7/20/2021,CO,568725,509,6888,2
7/21/2021,CO,569328,603,6895,7
7/22/2021,CO,570080,752,6901,6
7/23/2021,CO,570764,684,6910,9
7/24/2021,CO,571519,755,6914,4
7/25/2021,CO,572082,563,6918,4
7/26/2021,CO,572551,469,6924,6
7/27/2021,CO,573303,752,6922,-2
7/28/2021,CO,574101,798,6924,2
7/29/2021,CO,575254,1153,6935,11
7/30/2021,CO,576254,1000,6945,10
7/31/2021,CO,577217,963,6948,3
8/1/2021,CO,578049,832,6951,3
8/2/2021,CO,578677,628,6956,5
8/3/2021,CO,579460,783,6957,1
8/4/2021,CO,580657,1197,6963,6
8/5/2021,CO,581761,1104,6970,7
8/6/2021,CO,582923,1162,6978,8
8/7/2021,CO,584027,1104,6984,6
8/8/2021,CO,584925,898,6990,6
8/9/2021,CO,585584,659,6998,8
8/10/2021,CO,586396,812,7010,12
8/11/2021,CO,587707,1311,7013,3
8/12/2021,CO,589343,1636,7023,10
8/13/2021,CO,590462,1119,7032,9
8/14/2021,CO,591838,1376,7034,2
8/15/2021,CO,592726,888,7036,2
8/16/2021,CO,593425,699,7041,5
8/17/2021,CO,594539,1114,7047,6
8/18/2021,CO,596711,2172,7055,8
8/19/2021,CO,598362,1651,7056,1
8/20/2021,CO,600148,1786,7067,11
8/21/2021,CO,601907,1759,7070,3
8/22/2021,CO,603300,1393,7073,3
8/23/2021,CO,604307,1007,7078,5
8/24/2021,CO,605605,1298,7084,6
8/25/2021,CO,607559,1954,7088,4
8/26/2021,CO,609712,2153,7095,7
8/27/2021,CO,611709,1997,7111,16
8/28/2021,CO,613410,1701,7116,5
8/29/2021,CO,614402,992,7121,5
8/30/2021,CO,615799,1397,7129,8
8/31/2021,CO,617870,2071,7142,13
9/1/2021,CO,619917,2047,7151,9
9/2/2021,CO,622107,2190,7170,19
9/3/2021,CO,624304,2197,7194,24
9/4/2021,CO,626352,2048,7203,9
9/5/2021,CO,628022,1670,7212,9
9/6/2021,CO,629508,1486,7225,13
9/7/2021,CO,630592,1084,7226,1
9/8/2021,CO,632172,1580,7242,16
9/9/2021,CO,634177,2005,7254,12
9/10/2021,CO,636492,2315,7274,20
9/11/2021,CO,638942,2450,7283,9
9/12/2021,CO,640711,1769,7292,9
9/13/2021,CO,642071,1360,7302,10
9/14/2021,CO,643788,1717,7320,18
9/15/2021,CO,645823,2035,7346,26
9/16/2021,CO,647946,2123,7349,3
9/17/2021,CO,650136,2190,7374,25
9/18/2021,CO,651981,1845,7383,9
9/19/2021,CO,653493,1512,7392,9
9/20/2021,CO,654587,1094,7405,13
9/21/2021,CO,655924,1337,7428,23
9/22/2021,CO,657356,1432,7441,13
9/23/2021,CO,658810,1454,7455,14
9/24/2021,CO,660884,1650,7472,17
9/25/2021,CO,662248,1364,7472,0
9/26/2021,CO,663612,1364,7472,0
9/27/2021,CO,665469,1366,7503,31
9/28/2021,CO,667366,1272,7522,19
9/29/2021,CO,668958,1099,7541,19
9/30/2021,CO,671363,1743,7543,2
10/1/2021,CO,673517,1420,7594,51
10/2/2021,CO,675229,1712,7604,10
10/3/2021,CO,676941,1712,7614,10
10/4/2021,CO,678655,1714,7626,12
10/5/2021,CO,680935,2280,7643,17
10/6/2021,CO,682773,1838,7665,22
10/7/2021,CO,685554,2781,7693,28
10/8/2021,CO,688465,2911,7733,40
10/9/2021,CO,690426,1961,7744,11
10/10/2021,CO,692387,1961,7755,11
10/11/2021,CO,694349,1962,7767,12
10/12/2021,CO,696349,2000,7790,23
10/13/2021,CO,698810,2461,7828,38
10/14/2021,CO,701989,3179,7840,12
10/15/2021,CO,704839,2850,7864,24
1/22/2020,CT,0,0,0,0
1/23/2020,CT,0,0,0,0
1/24/2020,CT,0,0,0,0
1/25/2020,CT,0,0,0,0
1/26/2020,CT,0,0,0,0
1/27/2020,CT,0,0,0,0
1/28/2020,CT,0,0,0,0
1/29/2020,CT,0,0,0,0
1/30/2020,CT,0,0,0,0
1/31/2020,CT,0,0,0,0
2/1/2020,CT,0,0,0,0
2/2/2020,CT,0,0,0,0
2/3/2020,CT,0,0,0,0
2/4/2020,CT,0,0,0,0
2/5/2020,CT,0,0,0,0
2/6/2020,CT,0,0,0,0
2/7/2020,CT,0,0,0,0
2/8/2020,CT,0,0,0,0
2/9/2020,CT,0,0,0,0
2/10/2020,CT,0,0,0,0
2/11/2020,CT,0,0,0,0
2/12/2020,CT,0,0,0,0
2/13/2020,CT,0,0,0,0
2/14/2020,CT,0,0,0,0
2/15/2020,CT,0,0,0,0
2/16/2020,CT,0,0,0,0
2/17/2020,CT,0,0,0,0
2/18/2020,CT,0,0,0,0
2/19/2020,CT,0,0,0,0
2/20/2020,CT,0,0,0,0
2/21/2020,CT,0,0,0,0
2/22/2020,CT,0,0,0,0
2/23/2020,CT,0,0,0,0
2/24/2020,CT,0,0,0,0
2/25/2020,CT,0,0,0,0
2/26/2020,CT,0,0,0,0
2/27/2020,CT,0,0,0,0
2/28/2020,CT,0,0,0,0
2/29/2020,CT,0,0,0,0
3/1/2020,CT,0,0,0,0
3/2/2020,CT,0,0,0,0
3/3/2020,CT,0,0,0,0
3/4/2020,CT,0,0,0,0
3/5/2020,CT,0,0,0,0
3/6/2020,CT,0,0,0,0
3/7/2020,CT,0,0,0,0
3/8/2020,CT,1,1,0,0
3/9/2020,CT,1,0,0,0
3/10/2020,CT,2,1,0,0
3/11/2020,CT,3,1,0,0
3/12/2020,CT,7,4,0,0
3/13/2020,CT,7,0,0,0
3/14/2020,CT,7,0,0,0
3/15/2020,CT,26,19,0,0
3/16/2020,CT,41,15,0,0
3/17/2020,CT,68,27,0,0
3/18/2020,CT,96,28,1,1
3/19/2020,CT,159,63,3,2
3/20/2020,CT,194,35,4,1
3/21/2020,CT,223,29,5,1
3/22/2020,CT,327,104,8,3
3/23/2020,CT,415,88,10,2
3/24/2020,CT,618,203,12,2
3/25/2020,CT,875,257,19,7
3/26/2020,CT,1012,137,21,2
3/27/2020,CT,1291,279,27,6
3/28/2020,CT,1524,233,33,6
3/29/2020,CT,1993,469,34,1
3/30/2020,CT,2571,578,36,2
3/31/2020,CT,3128,557,69,33
4/1/2020,CT,3557,429,85,16
4/2/2020,CT,3824,267,112,27
4/3/2020,CT,4915,1091,132,20
4/4/2020,CT,5276,361,165,33
4/5/2020,CT,5675,399,189,24
4/6/2020,CT,6906,1231,206,17
4/7/2020,CT,7781,875,277,71
4/8/2020,CT,8781,1000,335,58
4/9/2020,CT,9784,1003,380,45
4/10/2020,CT,10131,347,444,64
4/11/2020,CT,11510,1379,494,50
4/12/2020,CT,12035,525,554,60
4/13/2020,CT,13381,1346,602,48
4/14/2020,CT,13989,608,608,6
4/15/2020,CT,14755,766,868,260
4/16/2020,CT,15884,1129,971,103
4/17/2020,CT,16809,925,1036,65
4/18/2020,CT,17550,741,1086,50
4/19/2020,CT,17962,412,1127,41
4/20/2020,CT,19815,1853,1331,204
4/21/2020,CT,20360,545,1423,92
4/22/2020,CT,22469,2109,1544,121
4/23/2020,CT,23100,631,1639,95
4/24/2020,CT,23921,821,1764,125
4/25/2020,CT,24582,661,1862,98
4/26/2020,CT,25269,687,1924,62
4/27/2020,CT,25997,728,2012,88
4/28/2020,CT,26312,315,2089,77
4/29/2020,CT,26767,455,2168,79
4/30/2020,CT,27700,933,2257,89
5/1/2020,CT,28764,1064,2339,82
5/2/2020,CT,29287,523,2436,97
5/3/2020,CT,29312,25,2495,59
5/4/2020,CT,29973,661,2556,61
5/5/2020,CT,30621,648,2633,77
5/6/2020,CT,30995,374,2718,85
5/7/2020,CT,31784,789,2797,79
5/8/2020,CT,32411,627,2874,77
5/9/2020,CT,32984,573,2932,58
5/10/2020,CT,33554,570,2967,35
5/11/2020,CT,33765,211,3008,41
5/12/2020,CT,34333,568,3041,33
5/13/2020,CT,34855,522,3125,84
5/14/2020,CT,35464,609,3219,94
5/15/2020,CT,36085,621,3285,66
5/16/2020,CT,36703,618,3339,54
5/17/2020,CT,37419,716,3408,69
5/18/2020,CT,38116,697,3449,41
5/19/2020,CT,38430,314,3472,23
5/20/2020,CT,39017,587,3529,57
5/21/2020,CT,39208,191,3582,53
5/22/2020,CT,39640,432,3637,55
5/23/2020,CT,40022,382,3675,38
5/24/2020,CT,40468,446,3693,18
5/25/2020,CT,40873,405,3742,49
5/26/2020,CT,41303,430,3769,27
5/27/2020,CT,41288,-15,3803,34
5/28/2020,CT,41559,271,3826,23
5/29/2020,CT,41762,203,3868,42
5/30/2020,CT,42022,260,3912,44
5/31/2020,CT,42201,179,3944,32
6/1/2020,CT,42740,539,3964,20
6/2/2020,CT,42979,239,3972,8
6/3/2020,CT,43091,112,3989,17
6/4/2020,CT,43239,148,4007,18
6/5/2020,CT,43460,221,4038,31
6/6/2020,CT,43818,358,4055,17
6/7/2020,CT,43968,150,4071,16
6/8/2020,CT,44092,124,4084,13
6/9/2020,CT,44179,87,4097,13
6/10/2020,CT,44347,168,4120,23
6/11/2020,CT,44461,114,4146,26
6/12/2020,CT,44689,228,4159,13
6/13/2020,CT,44994,305,4186,27
6/14/2020,CT,45088,94,4201,15
6/15/2020,CT,45235,147,4204,3
6/16/2020,CT,45349,114,4210,6
6/17/2020,CT,45429,80,4219,9
6/18/2020,CT,45440,11,4226,7
6/19/2020,CT,45557,117,4238,12
6/20/2020,CT,45715,158,4251,13
6/21/2020,CT,45755,40,4260,9
6/22/2020,CT,45782,27,4263,3
6/23/2020,CT,45899,117,4277,14
6/24/2020,CT,45913,14,4287,10
6/25/2020,CT,45994,81,4298,11
6/26/2020,CT,46059,65,4307,9
6/27/2020,CT,46206,147,4311,4
6/28/2020,CT,46303,97,4316,5
6/29/2020,CT,46362,59,4320,4
6/30/2020,CT,46514,152,4322,2
7/1/2020,CT,46572,58,4324,2
7/2/2020,CT,46646,74,4326,2
7/3/2020,CT,46717,71,4335,9
7/4/2020,CT,46717,0,4335,0
7/5/2020,CT,46717,0,4335,0
7/6/2020,CT,46976,259,4338,3
7/7/2020,CT,47033,57,4338,0
7/8/2020,CT,47108,75,4343,5
7/9/2020,CT,47209,101,4348,5
7/10/2020,CT,47287,78,4348,0
7/11/2020,CT,47287,0,4348,0
7/12/2020,CT,47287,0,4348,0
7/13/2020,CT,47510,223,4371,23
7/14/2020,CT,47530,20,4372,1
7/15/2020,CT,47636,106,4380,8
7/16/2020,CT,47750,114,4389,9
7/17/2020,CT,47893,143,4396,7
7/18/2020,CT,47893,0,4396,0
7/19/2020,CT,47893,0,4396,0
7/20/2020,CT,48055,162,4406,10
7/21/2020,CT,48096,41,4406,0
7/22/2020,CT,48223,127,4406,0
7/23/2020,CT,48232,9,4410,4
7/24/2020,CT,48776,544,4413,3
7/25/2020,CT,48776,0,4413,0
7/26/2020,CT,48776,0,4413,0
7/27/2020,CT,48983,207,4418,5
7/28/2020,CT,49077,94,4423,5
7/29/2020,CT,49540,463,4425,2
7/30/2020,CT,49670,130,4431,6
7/31/2020,CT,49810,140,4432,1
8/1/2020,CT,49810,0,4432,0
8/2/2020,CT,49810,0,4432,0
8/3/2020,CT,50062,252,4437,5
8/4/2020,CT,50110,48,4437,0
8/5/2020,CT,50225,115,4437,0
8/6/2020,CT,50245,20,4437,0
8/7/2020,CT,50320,75,4441,4
8/8/2020,CT,50320,0,4441,0
8/9/2020,CT,50320,0,4441,0
8/10/2020,CT,50567,247,4444,3
8/11/2020,CT,50684,117,4444,0
8/12/2020,CT,50706,22,4450,6
8/13/2020,CT,50782,76,4450,0
8/14/2020,CT,50897,115,4453,3
8/15/2020,CT,50897,0,4453,0
8/16/2020,CT,50897,0,4453,0
8/17/2020,CT,51267,370,4456,3
8/18/2020,CT,51255,-12,4456,0
8/19/2020,CT,51314,59,4457,1
8/20/2020,CT,51432,118,4458,1
8/21/2020,CT,51519,87,4460,2
8/22/2020,CT,51519,0,4460,0
8/23/2020,CT,51519,0,4460,0
8/24/2020,CT,52011,492,4460,0
8/25/2020,CT,52040,29,4463,3
8/26/2020,CT,52220,180,4463,0
8/27/2020,CT,52350,130,4465,2
8/28/2020,CT,52495,145,4465,0
8/29/2020,CT,52495,0,4465,0
8/30/2020,CT,52495,0,4465,0
8/31/2020,CT,52879,384,4465,0
9/1/2020,CT,53006,127,4466,1
9/2/2020,CT,53108,102,4467,1
9/3/2020,CT,53209,101,4468,1
9/4/2020,CT,53365,156,4468,0
9/5/2020,CT,53365,0,4468,0
9/6/2020,CT,53365,0,4468,0
9/7/2020,CT,53365,0,4468,0
9/8/2020,CT,53782,417,4474,6
9/9/2020,CT,53871,89,4474,0
9/10/2020,CT,54093,222,4478,4
9/11/2020,CT,54326,233,4480,2
9/12/2020,CT,54326,0,4480,0
9/13/2020,CT,54326,0,4480,0
9/14/2020,CT,54895,569,4485,5
9/15/2020,CT,55031,136,4485,0
9/16/2020,CT,55166,135,4487,2
9/17/2020,CT,55386,220,4488,1
9/18/2020,CT,55527,141,4492,4
9/19/2020,CT,55527,0,4492,0
9/20/2020,CT,55527,0,4492,0
9/21/2020,CT,56024,497,4495,3
9/22/2020,CT,56160,136,4496,1
9/23/2020,CT,56315,155,4497,1
9/24/2020,CT,56472,157,4499,2
9/25/2020,CT,56587,115,4501,2
9/26/2020,CT,56587,0,4501,0
9/27/2020,CT,56587,0,4501,0
9/28/2020,CT,57147,560,4503,2
9/29/2020,CT,57329,182,4505,2
9/30/2020,CT,57550,221,4508,3
10/1/2020,CT,57742,192,4511,3
10/2/2020,CT,58297,555,4513,2
10/3/2020,CT,58297,0,4513,0
10/4/2020,CT,58297,0,4513,0
10/5/2020,CT,59120,823,4517,4
10/6/2020,CT,59241,121,4521,4
10/7/2020,CT,59364,123,4522,1
10/8/2020,CT,59748,384,4527,5
10/9/2020,CT,60038,290,4530,3
10/10/2020,CT,60038,0,4530,0
10/11/2020,CT,60038,0,4530,0
10/12/2020,CT,61377,1339,4532,2
10/13/2020,CT,61697,320,4533,1
10/14/2020,CT,61861,164,4537,4
10/15/2020,CT,62028,167,4540,3
10/16/2020,CT,62830,802,4542,2
10/17/2020,CT,62830,0,4542,0
10/18/2020,CT,62830,0,4542,0
10/19/2020,CT,64021,1191,4554,12
10/20/2020,CT,64455,434,4559,5
10/21/2020,CT,64871,416,4567,8
10/22/2020,CT,65373,502,4569,2
10/23/2020,CT,66052,679,4577,8
10/24/2020,CT,66052,0,4577,0
10/25/2020,CT,66052,0,4577,0
10/26/2020,CT,68099,2047,4589,12
10/27/2020,CT,68637,538,4595,6
10/28/2020,CT,69127,490,4604,9
10/29/2020,CT,70446,1319,4609,5
10/30/2020,CT,71207,761,4616,7
10/31/2020,CT,71207,0,4616,0
11/1/2020,CT,71207,0,4616,0
11/2/2020,CT,73858,2651,4627,11
11/3/2020,CT,74843,985,4634,7
11/4/2020,CT,75373,530,4645,11
11/5/2020,CT,77060,1687,4656,11
11/6/2020,CT,78125,1065,4671,15
11/7/2020,CT,78125,0,4671,0
11/8/2020,CT,78125,0,4674,3
11/9/2020,CT,81463,3338,4698,24
11/10/2020,CT,82987,1524,4707,9
11/11/2020,CT,84741,1754,4716,9
11/12/2020,CT,85899,1158,4726,10
11/13/2020,CT,88645,2746,4737,11
11/14/2020,CT,88645,0,4737,0
11/15/2020,CT,88645,0,4737,0
11/16/2020,CT,93284,4639,4759,22
11/17/2020,CT,94986,1702,4771,12
11/18/2020,CT,97028,2042,4784,13
11/19/2020,CT,99381,2353,4805,21
11/20/2020,CT,101469,2088,4828,23
11/21/2020,CT,101469,0,4828,0
11/22/2020,CT,101469,0,4828,0
11/23/2020,CT,106740,5271,4871,43
11/24/2020,CT,107280,540,4881,10
11/25/2020,CT,109152,1872,4926,45
11/26/2020,CT,109152,0,4926,0
11/27/2020,CT,112581,3429,4961,35
11/28/2020,CT,112581,0,4961,0
11/29/2020,CT,112581,0,4961,0
11/30/2020,CT,117295,4714,5020,59
12/1/2020,CT,118754,1459,5040,20
12/2/2020,CT,121426,2672,5091,51
12/3/2020,CT,126177,4751,5111,20
12/4/2020,CT,127715,1538,5146,35
12/5/2020,CT,127715,0,5146,0
12/6/2020,CT,127715,0,5146,0
12/7/2020,CT,135844,8129,5224,78
12/8/2020,CT,138258,2414,5242,18
12/9/2020,CT,140548,2290,5285,43
12/10/2020,CT,142979,2431,5327,42
12/11/2020,CT,146761,3782,5363,36
12/12/2020,CT,146761,0,5363,0
12/13/2020,CT,146761,0,5363,0
12/14/2020,CT,153992,7231,5444,81
12/15/2020,CT,155462,1470,5466,22
12/16/2020,CT,157781,2319,5506,40
12/17/2020,CT,160102,2321,5552,46
12/18/2020,CT,162782,2680,5581,29
12/19/2020,CT,162782,0,5581,0
12/20/2020,CT,162782,0,5581,0
12/21/2020,CT,167377,4595,5676,95
12/22/2020,CT,168960,1583,5703,27
12/23/2020,CT,170705,1745,5736,33
12/24/2020,CT,172743,2038,5791,55
12/25/2020,CT,172743,0,5791,0
12/26/2020,CT,172743,0,5791,0
12/27/2020,CT,172743,0,5791,0
12/28/2020,CT,181200,8457,5904,113
12/29/2020,CT,181967,767,5924,20
12/30/2020,CT,183663,1696,5964,40
12/31/2020,CT,185708,2045,5995,31
1/1/2021,CT,185708,0,5995,0
1/2/2021,CT,190120,4412,6099,104
1/3/2021,CT,190120,0,6099,0
1/4/2021,CT,194636,4516,6168,69
1/5/2021,CT,196968,2332,6192,24
1/6/2021,CT,199454,2486,6230,38
1/7/2021,CT,202758,3304,6287,57
1/8/2021,CT,205994,3236,6324,37
1/9/2021,CT,205994,0,6324,0
1/10/2021,CT,205994,0,6324,0
1/11/2021,CT,213358,7364,6416,92
1/12/2021,CT,217047,3689,6449,33
