327,2,279,38,1382,247,661,216,574,753,3,45,2391,574,534,215,274,363,21,709,1000,1470,-4,309,210,0,431,74,70,1533,181,1218,172,34,560,35,79,939,177,141,37,114,784,145,5,0,279,29,272,10
312,1,386,27,1146,368,648,165,584,602,1,21,2122,526,408,213,233,323,28,1046,1184,1444,617,294,270,-1,356,103,48,2334,107,1016,688,41,495,123,80,871,276,121,53,359,1037,124,5,764,144,18,330,8
312,1,402,115,2412,398,374,191,627,802,2,31,2270,837,293,276,180,330,0,0,1754,1482,728,379,183,0,364,60,104,1301,153,1309,551,57,607,94,77,961,302,92,58,460,1053,65,3,0,304,34,335,27
283,2,238,54,2601,451,789,174,343,821,0,20,2641,633,655,410,186,326,120,2322,1696,1256,1509,273,140,3,658,103,103,1753,202,1626,712,48,555,72,73,1131,323,94,126,664,968,199,4,2086,334,21,314,4
288,3,581,82,2327,461,627,166,771,544,2,27,2887,643,398,357,182,203,0,1049,1612,2848,0,274,131,-1,386,118,104,1834,180,1371,621,54,885,153,79,1478,269,204,239,684,1219,247,2,0,151,26,375,9
167,1,434,237,2144,551,573,123,680,307,1,25,2325,586,214,250,124,562,60,1053,1410,1181,1183,167,113,0,348,144,64,1641,105,1209,543,39,681,112,92,1164,229,233,249,311,1251,193,2,854,304,24,349,9
232,1,159,0,2250,359,570,487,383,876,2,0,1656,394,288,233,108,183,23,786,1050,487,0,198,65,0,62,81,60,1449,85,1145,193,27,384,55,68,1457,285,175,124,91,1009,83,7,1874,213,15,280,9
418,2,261,59,1574,220,211,116,606,459,1,30,1266,501,414,132,196,208,5,688,669,2620,528,362,179,1,254,54,89,1428,206,720,117,27,696,36,58,574,189,107,97,67,1000,78,0,730,240,7,199,7
390,2,356,121,1329,252,568,66,799,768,3,33,4014,500,539,0,274,235,53,751,870,2679,1118,308,172,0,208,159,79,814,143,664,765,53,473,124,72,806,174,139,49,388,1179,153,1,946,207,9,193,6
424,1,440,72,2428,299,522,62,790,558,0,31,1677,346,377,352,202,612,0,1091,1165,1588,0,276,247,3,356,83,60,830,152,1049,679,76,471,293,58,759,221,147,69,373,1355,127,2,1067,120,26,291,13
416,5,498,112,2455,439,609,119,784,326,0,27,3239,580,386,0,277,827,88,1083,1685,3332,1323,269,186,4,363,94,83,1162,139,1095,711,65,636,111,63,983,196,131,60,400,1448,162,1,859,258,30,373,13
429,1,495,115,2288,416,621,447,479,613,2,38,2432,602,374,418,242,348,45,982,1239,3612,0,339,184,0,315,130,82,1214,159,950,758,49,597,98,62,1047,228,200,95,384,1347,175,1,1011,181,13,410,15
293,4,462,115,2649,433,618,139,1136,562,1,30,2088,625,279,0,104,280,39,836,1512,702,1428,223,90,2,424,33,92,1190,185,1176,704,87,520,106,71,1048,232,245,72,347,1801,154,1,705,347,23,502,25
253,4,306,181,2503,332,716,189,653,623,0,0,1734,498,323,0,112,315,26,0,1077,452,704,174,103,2,112,210,40,1252,91,896,285,52,449,60,11,672,243,308,28,215,785,139,6,752,148,20,356,13
510,3,233,54,1708,221,697,110,612,662,1,36,2294,477,431,454,191,334,28,2742,1042,2545,657,372,208,0,312,49,56,1720,158,613,193,31,349,31,64,826,122,159,40,103,909,154,0,1005,172,12,144,12
514,0,396,110,1327,277,314,76,474,772,1,21,1545,450,267,0,199,329,78,777,873,2690,641,304,178,8,234,125,69,993,96,883,1062,63,680,105,39,580,137,159,58,712,1219,136,4,763,190,12,198,10
537,3,331,80,2776,289,587,100,1187,780,4,30,2388,569,246,199,164,278,58,1208,1045,1245,0,339,216,0,292,136,147,1413,125,796,965,101,484,110,75,813,210,135,92,467,1411,213,1,1229,175,53,546,11
515,0,418,455,2415,375,191,132,724,687,0,28,2268,662,575,0,182,1188,71,893,1114,1245,1335,357,258,1,250,89,67,1091,155,963,836,134,731,86,16,936,181,156,73,562,945,173,5,813,135,36,454,14
395,2,293,154,2707,308,432,111,733,1031,1,61,2758,473,334,419,158,421,0,1071,815,1926,840,321,207,0,372,130,79,1273,153,887,861,88,627,97,47,943,165,230,106,527,1181,198,2,799,152,102,511,2
320,4,431,163,2433,462,382,135,544,979,0,31,2352,492,394,0,132,115,65,818,763,490,0,239,86,0,199,295,75,390,170,990,746,48,614,96,24,777,201,279,112,451,1060,152,2,495,328,24,481,10
285,0,300,147,2524,226,446,157,979,724,0,0,2508,475,352,0,18,129,61,839,1013,348,728,255,64,0,170,90,60,1055,148,732,340,53,503,41,39,701,106,272,95,200,839,169,2,1483,248,42,400,25
360,1,222,107,1746,269,405,94,501,532,0,58,1713,339,327,260,173,622,35,535,596,331,1387,299,75,0,222,102,48,942,83,641,258,39,566,43,22,530,84,207,23,152,623,84,6,1615,267,11,307,5
580,2,222,151,1397,306,430,35,474,350,0,15,1178,363,126,0,155,245,0,736,422,1145,504,402,257,0,235,110,34,688,104,502,369,-35,529,69,18,456,74,100,67,158,589,74,5,907,127,72,279,7
633,1,479,97,2237,205,-15,76,611,709,2,32,1111,359,654,119,171,443,80,1286,527,1183,0,383,262,6,383,115,55,881,122,462,1365,17,433,111,71,783,153,335,57,813,1361,157,2,1152,152,45,599,10
510,13,501,261,3601,286,271,81,1220,838,3,38,1527,631,228,0,291,305,37,1279,675,1052,1067,446,201,8,245,112,100,578,112,685,994,42,476,112,48,653,129,219,83,659,1855,322,4,1132,356,36,512,16
506,5,702,239,3527,346,203,157,751,626,3,34,1622,490,371,382,163,0,56,1027,617,1054,0,349,210,12,455,125,106,1673,129,603,1015,39,651,133,45,726,126,183,73,780,1230,292,1,1078,302,37,733,15
390,3,790,236,3178,488,260,70,870,738,0,36,1462,653,288,0,104,775,43,763,789,519,1319,228,298,0,251,145,53,773,131,624,1112,34,468,118,54,724,173,324,94,651,1332,259,2,996,278,17,523,7
353,28,681,240,3793,305,179,127,699,729,0,0,1343,363,308,0,136,234,24,549,664,402,358,223,176,10,172,115,106,838,65,558,443,23,479,92,58,529,109,409,33,271,1949,256,4,791,352,21,173,5
747,7,187,190,2227,152,539,58,602,889,1,67,974,256,146,292,227,536,28,848,326,881,0,376,267,8,272,78,34,486,111,480,332,48,471,66,59,404,75,361,41,169,593,157,3,841,271,18,140,7
564,20,1127,375,1593,214,239,36,1209,578,1,27,1614,407,317,0,245,405,41,807,248,1063,300,322,217,2,219,142,64,658,224,716,1504,21,429,192,33,606,94,266,33,689,1688,252,0,666,205,28,374,2
602,18,973,249,3656,247,112,43,1264,723,1,57,982,475,93,159,188,276,0,876,425,888,362,334,218,14,319,121,46,541,116,550,1265,33,379,159,64,538,97,266,95,524,1703,384,2,951,277,21,483,3
518,10,530,358,3904,307,148,58,1015,942,6,64,929,384,696,0,264,429,28,912,412,860,403,255,236,0,246,139,81,478,213,514,1437,27,490,190,75,555,99,242,85,664,1649,278,36,676,248,25,492,6
604,11,1579,226,3412,276,221,76,1242,799,8,57,1156,482,342,223,281,427,36,712,420,780,1228,378,230,1,182,195,77,825,319,541,1346,39,476,177,96,473,107,433,30,682,1693,237,1,865,260,17,357,12
402,12,1119,450,3594,240,358,81,1392,583,1,28,975,419,332,0,76,497,88,491,505,421,385,249,89,0,160,175,66,566,128,537,1320,71,353,237,92,775,98,494,90,496,1940,687,17,1284,459,17,322,6
365,8,1438,325,3702,164,150,46,1029,524,1,0,867,400,110,0,120,330,0,431,261,308,338,224,54,8,85,189,24,279,140,323,482,45,365,143,146,436,66,521,71,321,1425,178,16,570,283,8,264,8
788,18,789,314,2691,133,124,53,1153,648,6,50,1382,226,400,257,260,234,18,500,193,931,299,428,304,0,156,156,36,348,122,318,435,19,361,155,114,369,48,381,33,236,638,312,12,487,311,17,203,13
712,11,618,340,2019,183,87,36,1244,808,4,31,797,410,249,0,202,562,18,561,200,824,346,448,267,6,107,225,53,316,43,343,1654,21,325,290,66,504,45,541,52,839,1637,275,8,439,300,18,270,10
788,20,1557,288,4198,133,168,69,1666,804,6,40,625,304,366,162,70,418,61,732,203,819,447,494,297,7,181,134,46,566,145,249,1546,40,413,282,72,440,65,455,81,708,2504,344,10,470,251,14,285,10
752,18,1413,448,4006,124,114,56,1633,1101,15,42,766,411,370,0,291,442,0,416,346,736,0,460,516,12,248,253,31,495,117,337,1447,39,429,420,177,538,100,496,61,737,1826,381,16,564,262,24,333,29
693,14,1655,731,4248,236,228,60,2468,963,17,51,732,398,375,235,281,523,54,692,307,807,479,502,308,15,219,261,42,367,159,385,1431,36,420,355,140,685,87,689,77,653,2097,360,9,658,284,32,2796,18
439,26,1541,548,4069,232,305,42,2131,1043,5,46,673,397,369,0,94,1288,36,396,259,445,377,357,155,0,101,286,48,454,95,377,1435,42,424,386,158,446,78,873,91,707,2331,395,4,637,366,25,309,23
409,9,1234,406,4479,120,94,76,1756,852,8,0,672,366,209,0,185,336,53,331,206,301,521,313,105,21,105,209,19,286,102,309,686,22,300,288,101,349,48,839,65,407,1843,285,2,380,282,16,264,10
957,3,1015,416,3645,132,147,60,2692,851,3,63,473,521,151,372,237,553,9,377,58,859,189,555,430,3,171,124,27,244,122,239,545,21,428,272,184,354,32,766,30,229,1254,357,1,445,333,32,185,19
817,13,2393,274,2999,141,114,47,2429,870,5,78,623,356,102,0,210,534,0,560,140,830,414,560,458,18,151,361,19,353,88,299,1690,23,434,535,278,353,75,615,38,1027,4098,315,3,444,372,19,309,10
917,20,1828,415,6423,252,80,63,2691,1094,18,92,546,227,282,262,254,928,17,260,180,975,0,521,424,0,186,202,72,301,132,217,1583,42,412,553,120,367,52,577,84,843,3129,398,0,463,257,35,290,25
873,12,2520,322,6455,256,11,40,3309,1023,26,111,593,425,393,0,251,0,42,319,199,804,379,569,558,36,161,234,14,425,88,299,1709,27,700,530,148,449,51,594,59,993,3516,660,5,555,406,42,463,30
923,16,3247,703,6733,346,117,49,3993,1267,12,128,831,308,421,378,259,-119,60,408,152,848,792,557,422,32,146,421,0,418,107,386,1768,33,609,535,206,551,69,996,49,916,3454,627,8,650,415,50,310,29
660,21,3110,511,6750,180,158,89,4609,1814,10,135,634,315,221,0,126,870,0,350,223,480,453,435,208,18,103,645,68,355,170,325,1616,25,531,509,178,491,58,1081,67,1116,4430,574,3,551,616,32,442,6
601,11,2593,419,6909,206,40,45,2746,885,4,0,658,362,461,0,110,393,19,297,105,445,307,366,174,1,98,274,26,321,135,279,758,37,546,373,187,470,35,1173,72,515,3866,425,12,471,451,43,293,18
1270,6,2197,522,5355,142,27,47,3795,1271,3,248,462,210,94,406,244,461,14,404,136,1188,242,772,618,17,176,330,14,305,129,257,698,25,729,271,146,459,30,908,29,421,3280,310,4,529,198,28,251,33
1124,16,3594,595,4334,195,117,44,5455,1860,13,148,601,238,321,0,258,1356,23,330,182,1399,294,817,577,32,108,464,13,38,144,282,2029,7,590,610,191,526,59,1013,27,1497,5489,525,1,520,521,22,289,24
1154,14,9,697,9381,257,14,98,4982,1835,15,243,715,269,333,505,322,882,77,440,111,1400,0,864,618,37,134,364,27,339,152,289,2088,42,632,574,170,496,78,915,66,1376,5551,525,9,432,480,36,466,28
1149,24,4844,687,9684,259,81,84,8798,1743,16,220,894,515,552,0,287,938,-1,338,160,1488,853,815,583,26,123,493,40,493,202,398,1903,31,892,592,124,593,46,1304,60,1632,5996,631,7,624,498,65,512,44
1171,18,3429,678,9854,326,65,111,9513,2076,6,283,910,485,428,568,363,1354,32,335,149,1379,0,824,576,23,234,387,0,412,216,434,1955,28,987,661,250,618,48,1146,56,1458,5707,665,8,677,494,36,563,42
764,19,3594,570,9422,286,147,134,8330,1952,26,171,786,435,327,0,103,0,89,327,305,745,933,502,360,0,243,1104,33,311,211,339,1970,37,817,585,276,629,61,1291,91,1563,5742,505,2,489,556,52,559,24
846,29,3858,508,9100,293,97,156,5354,2186,2,0,646,355,477,0,181,1467,30,477,163,602,-3,396,253,67,97,821,76,325,190,300,933,37,854,382,247,496,37,1608,55,772,5357,464,1,453,344,50,480,25
1683,21,626,439,6266,167,59,80,6014,2105,18,433,738,298,293,905,349,845,31,305,89,1873,315,889,882,48,197,734,13,133,173,202,1038,44,737,429,144,556,16,1446,35,622,4288,813,3,598,501,38,326,33
1537,36,4683,520,5475,217,152,40,6527,1976,7,365,724,366,165,0,267,1014,42,359,73,1703,855,807,863,51,137,553,22,433,165,284,2522,37,743,836,171,588,42,1333,48,2060,6975,483,0,0,564,35,629,37
1739,38,4878,420,10520,289,58,186,9423,3011,20,253,828,358,511,547,360,2083,34,505,157,1626,494,864,943,65,107,644,20,301,129,329,2306,39,1076,833,275,658,38,1990,62,1958,8076,640,2,416,609,74,563,27
1732,38,3334,878,10541,395,74,158,9298,3545,28,223,0,435,751,0,449,1383,0,538,158,1401,414,714,948,40,174,636,20,477,244,448,2070,42,1301,857,363,849,71,1636,67,2022,7915,535,15,532,711,74,584,36
1220,45,4434,547,11256,367,71,74,11299,2811,24,401,1806,528,221,929,334,1728,69,380,212,927,0,711,632,5,225,982,0,418,256,458,2033,65,1091,778,342,792,60,2270,85,1953,7555,650,9,658,755,73,622,32
634,49,2696,587,10649,296,0,207,9828,2728,25,376,862,517,631,0,228,0,0,291,163,534,512,436,322,39,150,857,35,304,287,358,1354,57,926,592,294,635,27,1539,50,1202,8258,431,2,1355,351,79,776,24
895,27,3537,605,8010,227,0,111,6218,2120,7,363,639,576,292,0,251,1937,26,272,111,701,433,523,338,82,67,843,40,392,193,294,589,37,968,437,300,537,32,1840,35,572,3449,498,11,354,642,130,533,28
2674,27,3353,439,5394,186,259,119,7276,1642,41,319,614,323,304,982,403,1101,17,492,157,1603,564,1455,1173,0,117,491,17,245,251,271,763,33,805,495,165,512,25,1465,42,953,5318,504,2,638,1056,107,490,41
2609,18,3654,259,6256,390,57,54,9925,3466,22,487,587,295,372,0,529,1936,20,465,140,1662,0,1125,1238,122,179,883,18,322,220,316,2543,49,948,1171,210,905,48,1503,58,3144,10028,702,2,635,435,63,535,36
2531,40,3521,734,11793,356,75,74,8861,3495,34,430,980,437,480,717,428,1888,26,586,162,1620,1003,1083,1346,95,233,567,20,202,290,403,2812,73,1277,1040,214,907,50,933,79,2781,9979,774,2,613,524,202,645,29
2355,47,4058,806,12563,410,101,143,11237,2838,27,459,1018,512,734,0,616,1843,13,463,177,1508,631,1180,1205,103,203,552,21,282,234,309,2557,99,1150,1016,369,735,65,1543,94,2719,9782,574,14,943,646,119,800,34
2449,50,4222,751,12201,633,78,114,10224,4623,41,500,1327,725,653,993,669,2642,0,557,152,1463,804,988,1120,24,153,1005,18,394,298,435,2178,84,1525,958,266,914,48,1968,65,2350,9765,909,4,851,639,157,889,16
1031,63,3039,1061,11195,450,0,217,15126,3201,20,577,1195,779,751,0,551,2167,40,642,167,902,0,609,647,84,205,718,33,370,224,423,2150,89,1358,901,397,815,65,1876,53,2355,10351,642,5,888,604,163,981,49
897,92,2538,503,11477,374,0,179,12162,2571,20,397,954,533,524,0,288,1319,19,418,172,763,1201,607,443,164,174,1032,30,373,255,336,994,91,1378,512,319,650,34,2255,45,1143,8196,572,12,972,866,98,797,23
2628,59,1358,572,7575,369,223,125,9160,3790,22,500,883,425,358,1447,546,1705,8,733,154,1820,398,1371,1326,2,230,850,14,286,263,307,863,108,1261,462,268,412,40,1908,25,844,5655,545,6,801,1077,69,505,41
2433,43,4274,794,5911,422,20,94,9969,3573,28,316,707,648,321,0,544,2215,12,756,203,1696,0,1257,1368,109,276,1088,23,444,223,597,2496,123,1142,1105,367,917,67,1509,48,2980,10745,474,4,1084,546,94,967,48
2325,51,3258,564,11694,414,106,79,13726,4102,19,727,1187,685,444,875,687,2089,20,648,142,1759,1177,1356,1196,266,239,841,22,410,327,465,2499,103,1316,1037,276,1087,50,2207,80,2603,7307,468,12,904,743,150,848,34
2238,63,3260,817,11613,596,114,126,11166,3676,23,688,1257,710,838,0,690,2280,38,707,143,1661,666,1427,1061,124,151,1447,26,271,297,384,2266,124,1290,1006,428,818,95,1857,42,2461,10291,923,9,1002,1262,100,942,41
1985,42,3873,648,11692,587,143,79,10140,4233,19,619,1427,733,590,1032,620,2179,8,835,216,1473,457,1216,1026,24,227,1383,26,95,318,409,2120,115,1679,828,293,1041,85,1998,95,2247,14916,805,9,940,754,126,929,43
1096,62,2781,771,11112,525,0,85,12353,4743,28,550,1276,841,319,0,958,0,2,925,177,888,734,864,644,105,123,1186,23,287,280,367,1958,112,1542,917,347,825,98,2066,73,1970,10158,653,3,1057,971,139,1031,39
924,83,2360,695,10800,369,0,115,10361,3193,12,571,965,917,682,0,335,3116,65,554,218,694,0,683,497,62,109,1288,15,-10,235,204,964,107,1110,487,430,744,75,1553,44,999,7300,637,7,945,934,120,849,18
2648,73,1560,699,7365,427,162,144,9227,2766,24,393,1173,635,501,1369,534,3186,0,860,174,1749,1253,1476,1426,88,292,948,46,241,244,235,818,81,1236,368,268,751,61,2358,37,758,7404,402,9,996,795,100,727,61
2245,90,3501,738,5521,558,41,59,9643,3732,17,556,955,710,249,0,810,1691,11,627,165,1529,504,1393,1216,91,332,816,13,347,302,464,2367,160,1047,1091,292,1050,64,1456,76,2846,9305,564,4,1022,840,57,1161,51
2045,94,1927,581,11099,622,127,149,10058,3547,54,500,1598,757,527,770,721,2771,15,664,192,1592,760,1276,1166,197,343,1136,33,445,311,355,2333,126,1527,817,255,810,91,1975,58,2359,9879,606,2,844,660,262,747,50
1886,64,2336,1013,10172,608,9,76,12267,4532,58,414,1624,929,635,0,903,2296,21,930,270,1416,769,1137,1209,128,311,1263,23,286,335,423,2070,121,1444,892,319,837,86,1760,66,2162,9507,635,11,1127,733,89,1086,59
1528,57,3358,990,9442,719,544,113,11980,5023,70,528,1599,996,636,1005,823,2084,-1,1288,214,1371,801,1203,1114,210,372,0,57,499,312,393,1875,122,1560,694,391,1227,108,1715,57,1908,8701,792,4,1245,851,145,1058,58
932,88,3741,732,8552,802,0,117,9217,3822,64,563,1426,922,400,0,425,0,57,694,210,868,0,587,530,95,201,1897,40,547,313,410,2002,140,1438,714,388,1106,119,1936,105,1831,6020,383,13,958,1039,126,988,41
792,185,1974,642,8329,582,0,112,8775,2740,28,350,1541,852,528,0,303,3840,18,1128,273,658,1512,583,415,39,204,1030,21,534,254,307,893,110,889,385,266,859,105,1602,90,743,5810,438,4,1505,799,139,965,29
2217,94,1814,824,5829,200,207,71,9105,3077,47,517,1231,535,355,1063,615,2343,6,648,182,1596,478,1197,1344,0,296,988,5,493,460,318,722,155,1104,362,330,751,54,1203,49,610,4267,413,2,922,670,94,601,45
2065,109,2108,734,4193,881,94,142,9289,4399,110,528,1076,771,228,0,545,1121,28,761,178,1521,666,1173,1151,286,320,1096,59,538,289,336,2181,86,1320,847,328,1116,133,1222,48,2679,8342,422,3,999,864,119,783,69
1994,68,2340,787,9152,496,463,90,9796,3567,123,457,1393,621,498,698,700,1735,22,892,356,1515,745,1204,1245,113,277,870,13,506,345,413,2070,74,1396,721,305,808,94,1640,149,2147,9042,605,1,911,782,153,924,39
1596,84,2526,791,8871,466,130,96,8862,4183,122,567,1772,954,759,0,859,1708,22,1169,304,1441,772,1265,1072,174,383,1149,31,240,252,465,1909,168,1733,672,410,932,152,1737,44,2126,8800,316,1,984,775,96,1091,58
1343,106,3213,752,7844,594,140,90,9451,4308,87,475,1980,901,543,942,664,1799,27,1019,387,1406,724,981,1014,11,362,1142,39,747,212,359,1848,133,1533,634,362,1017,94,1749,79,2190,8839,539,8,913,986,220,855,40
952,145,3013,662,7282,549,0,94,7028,3732,45,393,1639,968,399,0,398,0,21,909,290,967,759,707,550,116,253,994,30,405,196,441,1757,58,928,641,324,916,86,1520,103,1933,9539,583,4,981,850,93,1124,43
838,136,1446,637,7340,433,0,110,4795,3162,207,230,1467,735,511,0,398,3467,12,870,353,792,0,521,547,112,276,1131,21,350,220,268,785,125,944,401,280,655,83,1623,88,759,6226,379,4,1324,630,119,932,39
2015,59,1031,787,5437,250,252,77,5335,2538,143,331,1298,576,353,1064,760,1099,5,710,165,1669,1215,1037,1449,121,261,985,26,311,114,304,729,148,932,377,269,576,53,1209,65,706,5303,394,1,1145,551,119,411,40
1674,60,1009,784,3622,529,48,63,5406,2742,171,559,1471,822,200,0,661,3615,17,572,438,1586,617,935,1263,115,198,1001,33,391,210,430,1996,124,1143,884,333,882,141,1140,59,2584,9167,391,2,798,681,78,770,36
1573,55,1699,912,7613,546,115,70,7548,3888,149,473,1759,720,614,841,724,1482,5,579,338,1501,861,680,1219,164,351,645,26,403,226,335,1590,120,1199,696,279,754,101,1273,89,2213,8706,552,5,818,685,108,939,39
1518,40,1445,735,7298,409,20,86,7513,3364,201,692,1953,1040,703,0,719,1303,18,801,162,1354,545,951,1140,151,366,851,23,417,207,370,1769,150,1166,716,247,815,116,1292,105,1900,7598,510,10,2015,832,118,875,35
